0	0
0.01	1.14449e-56
0.02	7.93466e-54
0.03	2.76601e-51
0.04	6.81232e-49
0.05	1.31881e-46
0.06	2.10463e-44
0.07	2.83994e-42
0.08	3.2899e-40
0.09	3.30417e-38
0.1	2.89648e-36
0.11	2.22687e-34
0.12	1.50691e-32
0.13	8.99983e-31
0.14	4.754e-29
0.15	2.22487e-27
0.16	9.23791e-26
0.17	3.40697e-24
0.18	1.11714e-22
0.19	3.25952e-21
0.2	8.46874e-20
0.21	1.96054e-18
0.22	4.04643e-17
0.23	7.44949e-16
0.24	1.2239e-14
0.25	1.79521e-13
0.26	2.35189e-12
0.27	2.75313e-11
0.28	2.88079e-10
0.29	2.69551e-09
0.3	2.25625e-08
0.31	1.69016e-07
0.32	1.13358e-06
0.33	6.8101e-06
0.34	3.66649e-05
0.35	0.000177002
0.36	0.000766649
0.37	0.00298125
0.38	0.0104162
0.39	0.0327263
0.4	0.0925505
0.41	0.235841
0.42	0.542168
0.43	1.12587
0.44	2.11489
0.45	3.59886
0.46	5.55582
0.47	7.79184
0.48	9.93964
0.49	11.5441
0.5	12.2148
0.51	11.7775
0.52	10.3462
0.53	8.27628
0.54	6.02306
0.55	3.98319
0.56	2.3906
0.57	1.30031
0.58	0.640108
0.59	0.28481
0.6	0.114399
0.61	0.0414359
0.62	0.0135204
0.63	0.00397093
0.64	0.00104895
0.65	0.000249055
0.66	5.31218e-05
0.67	1.01737e-05
0.68	1.74875e-06
0.69	2.69695e-07
0.7	3.73055e-08
0.71	4.62716e-09
0.72	5.14514e-10
0.73	5.12779e-11
0.74	4.57972e-12
0.75	3.66483e-13
0.76	2.62733e-14
0.77	1.68722e-15
0.78	9.70451e-17
0.79	4.99898e-18
0.8	2.30599e-19
0.81	9.52506e-21
0.82	3.52275e-22
0.83	1.16647e-23
0.84	3.45796e-25
0.85	9.17689e-27
0.86	2.18013e-28
0.87	4.6362e-30
0.88	8.82506e-32
0.89	1.50361e-33
0.9	2.29297e-35
0.91	3.12966e-37
0.92	3.82313e-39
0.93	4.17977e-41
0.94	4.08968e-43
0.95	3.58112e-45
0.96	2.8063e-47
0.97	1.96801e-49
0.98	1.23507e-51
0.99	6.93614e-54
