1.000000000000001105e-03 4.182794597327888368e+03
1.023332328916439068e-03 4.271632123383612452e+03
1.047209055405542034e-03 4.362205180515135908e+03
1.071642881530536105e-03 4.454538910349061553e+03
1.096646805723366013e-03 4.548658317898463793e+03
1.122234129699665019e-03 4.644588237737098098e+03
1.148418465535071004e-03 4.742353298462764542e+03
1.175213742906647046e-03 4.841977885412839896e+03
1.202634216503262968e-03 4.943486101594958200e+03
1.230694473608880037e-03 5.046901726801079349e+03
1.259409441862765090e-03 5.152248174873050630e+03
1.288794397200775099e-03 5.259548449089858877e+03
1.318864971981926039e-03 5.368825095653613971e+03
1.349637163304576995e-03 5.480100155247276234e+03
1.381127341516648083e-03 5.593395112649658586e+03
1.413352258924400031e-03 5.708730844386334866e+03
1.446329058704415998e-03 5.826127564408966464e+03
1.480075284023511057e-03 5.945604767792066923e+03
1.514608887371438018e-03 6.067181172443269134e+03
1.549948240111348984e-03 6.190874658829116015e+03
1.586112142253081041e-03 6.316702207720759361e+03
1.623119832454485894e-03 6.444679835968914631e+03
1.660990998256107977e-03 6.574822530325043772e+03
1.699745786554663100e-03 6.707144179327799066e+03
1.739404814320886063e-03 6.841657503281964637e+03
1.779989179567457091e-03 6.978373982360897571e+03
1.821520472572824923e-03 7.117303782870250870e+03
1.864020787366921965e-03 7.258455681717694461e+03
1.907512733484845006e-03 7.401836989135220392e+03
1.952019447994808067e-03 7.547453469713972481e+03
1.997564607806707158e-03 7.695309261809865347e+03
2.044172442267888027e-03 7.845406795390309526e+03
2.091867746052800993e-03 7.997746708394721281e+03
2.140675892353392871e-03 8.152327761692631611e+03
2.190622846377271796e-03 8.309146752721362645e+03
2.241735179160811095e-03 8.468198427900195384e+03
2.294040081704540931e-03 8.629475393918464761e+03
2.347565379438363783e-03 8.792968028000939739e+03
2.402339547024262990e-03 8.958664387263186654e+03
2.458391723504399929e-03 9.126550117268920076e+03
2.515751727802654179e-03 9.296608359913911045e+03
2.574450074587844844e-03 9.468819660758690588e+03
2.634517990507078116e-03 9.643161875941801554e+03
2.695987430797862176e-03 9.819610078806679667e+03
2.758891096287820893e-03 9.998136466380172351e+03
2.823262450791041208e-03 1.017871026584255560e+04
2.889135738910327163e-03 1.036129764113542660e+04
2.956546004254819154e-03 1.054586159984852929e+04
3.025529108082672912e-03 1.073236190053881728e+04
3.096121748378719094e-03 1.092075496062341517e+04
3.168361479377229065e-03 1.111099376500071776e+04
3.242286731540231209e-03 1.130302777554661952e+04
3.317936832001930954e-03 1.149680284162978023e+04
3.395352025490164152e-03 1.169226111179723921e+04
3.474573495735995120e-03 1.188934094676930545e+04
3.555643387382846111e-03 1.208797683388393125e+04
3.638604828406819848e-03 1.228809930312722281e+04
3.723501953060147883e-03 1.248963484488015274e+04
3.810379925349946864e-03 1.269250582950468561e+04
3.899284963064804811e-03 1.289663042888726886e+04
3.990264362361954989e-03 1.310192254005075483e+04
4.083366522928125013e-03 1.330829171093311015e+04
4.178640973727456263e-03 1.351564306842360020e+04
4.276138399350169761e-03 1.372387724874259038e+04
4.375910666976024106e-03 1.393289033022397598e+04
4.478010853966859182e-03 1.414257376856606606e+04
4.582493276102992882e-03 1.435281433458703759e+04
4.689413516478393822e-03 1.456349405451693383e+04
4.798828455070058667e-03 1.477449015283825975e+04
4.910796298997315880e-03 1.498567499767595109e+04
5.025376613487154108e-03 1.519691604871510935e+04
5.142630353562011730e-03 1.540807580761502504e+04
5.262619896466980141e-03 1.561901177086890129e+04
5.385409074853539022e-03 1.582957638504044735e+04
5.511063210737592380e-03 1.603961700429994198e+04
5.639649150249803101e-03 1.624897585015585719e+04
5.771235299196741594e-03 1.645748997327760299e+04
5.905891659451757876e-03 1.666499121728611135e+04
6.043689866194934882e-03 1.687130618438166857e+04
6.184703226021938741e-03 1.707625620267517661e+04
6.329006755942038868e-03 1.727965729508928780e+04
6.476677223286038225e-03 1.748132014969625379e+04
6.627793186545351094e-03 1.768105009138051901e+04
6.782435037163954059e-03 1.787864705472662536e+04
6.940685042305438056e-03 1.807390555807005148e+04
7.102627388617910667e-03 1.826661467869292392e+04
7.268348227020052926e-03 1.845655802919864072e+04
7.437935718532094620e-03 1.864351373518999389e+04
7.611480081176210180e-03 1.882725441445367323e+04
7.789073637971129574e-03 1.900754715799525729e+04
7.970810866046630291e-03 1.918415351340014968e+04
8.156788446903949497e-03 1.935682947119006349e+04
8.347105317848914352e-03 1.952532545504946029e+04
8.541862724625114145e-03 1.968938631707040622e+04
8.741164275275138673e-03 1.984875133944702611e+04
8.945115995258476338e-03 2.000315424443403026e+04
9.153826383855539692e-03 2.015232321477106962e+04
9.367406471887626193e-03 2.029598092727440599e+04
9.585969880783680105e-03 2.043384460283148292e+04
9.809632883025193317e-03 2.056562607665904943e+04
1.003851446400143982e-02 2.069103189338445736e+04
1.027273638530793939e-02 2.080976343229420308e+04
1.051242324952181978e-02 2.092151706895740426e+04
1.075770256648846991e-02 2.102598438038889071e+04
1.100870482115499059e-02 2.112285240194314247e+04
1.126556354298615011e-02 2.121180394524442090e+04
1.152841537700013963e-02 2.129251798763198894e+04
1.179740015646164007e-02 2.136467014481537262e+04
1.207266097727104082e-02 2.142793323968816912e+04
1.235434427408937073e-02 2.148197798147965295e+04
1.264259989823933970e-02 2.152647377061436782e+04
1.293758119742399043e-02 2.156108964574842321e+04
1.323944509730540925e-02 2.158549539035818088e+04
1.354835218498686052e-02 2.159936281695090656e+04
1.386446679444272058e-02 2.160236724731408322e+04
1.418795709394169921e-02 2.159418920711465398e+04
1.451899517550985994e-02 2.157451635252395863e+04
1.485775714648104005e-02 2.154304564518034749e+04
1.520442322318328945e-02 2.149948578964837725e+04
1.555917782681134030e-02 2.144355994436307083e+04
1.592220968153585173e-02 2.137500871278960403e+04
1.629371191490194132e-02 2.129359341601697452e+04
1.667388216057012068e-02 2.119909964111304726e+04
1.706292266345448005e-02 2.109134105128781812e+04
1.746104038731393845e-02 2.097016343413760114e+04
1.786844712485395961e-02 2.083544895310847278e+04
1.828535961039702909e-02 2.068712055489241538e+04
1.871199963518218115e-02 2.052514647202612832e+04
1.914859416535451969e-02 2.034954474588547600e+04
1.959537546270796043e-02 2.016038768100012749e+04
2.005258120824496976e-02 1.995780612783984543e+04
2.052045462861932026e-02 1.974199347868612313e+04
2.099924462552911833e-02 1.951320925078227447e+04
2.148920590812870846e-02 1.927178212362372506e+04
2.199059912853024157e-02 1.901811229399492004e+04
2.250369102046664155e-02 1.875267301416378905e+04
2.302875454119008083e-02 1.847601118633067381e+04
2.356606901668104048e-02 1.818874690072096564e+04
2.411592029024572925e-02 1.789157182588986325e+04
2.467860087458034063e-02 1.758524638794621933e+04
2.525441010738355835e-02 1.727059570995100148e+04
2.584365431059966120e-02 1.694850432277857180e+04
2.644664695337729104e-02 1.661990970266303339e+04
2.706370881883040855e-02 1.628579473654164394e+04
2.769516817469006020e-02 1.594717926163015181e+04
2.834136094793799840e-02 1.560511086771966256e+04
2.900263090351477835e-02 1.526065518655612323e+04
2.967932982719765148e-02 1.491488591953469768e+04
3.037181771274528874e-02 1.456887487027555471e+04
3.108046295340916032e-02 1.422368225041019468e+04
3.180564253791327151e-02 1.388034751376422355e+04
3.254774225100651869e-02 1.353988094560193713e+04
3.330715687869446190e-02 1.320325619017832832e+04
3.408429041825956213e-02 1.287140384297958917e+04
3.487955629318181122e-02 1.254520616616544066e+04
3.569337757307374653e-02 1.222549291009627450e+04
3.652618719874731884e-02 1.191303814441385293e+04
3.737842821253187925e-02 1.160855792337001549e+04
3.825055399396615208e-02 1.131270853668372911e+04
3.914302850098933667e-02 1.102608503385823860e+04
4.005632651675993666e-02 1.074921966112715563e+04
4.099093390223321892e-02 1.048257982009011357e+04
4.194734785463209714e-02 1.022656514917111781e+04
4.292607717194867056e-02 9.981503346098217662e+03
4.392764252361697902e-02 9.747644393805167056e+03
4.495257672750171962e-02 9.525152925023881835e+03
4.600142503334921085e-02 9.314098563410376300e+03
4.707474541285219111e-02 9.114444212136064380e+03
4.817310885648243973e-02 8.926032425141547719e+03
4.929709967724926756e-02 8.748570192289069382e+03
5.044731582154528965e-02 8.581612697644552100e+03
5.162436918724506996e-02 8.424546869095198417e+03
5.282888594922550279e-02 8.276575823942541319e+03
5.406150689248181984e-02 8.136705620869960512e+03
5.532288775301549832e-02 8.003736038378895501e+03
5.661369956667604286e-02 7.876257387920442852e+03
5.793462902614213150e-02 7.752655598374846704e+03
5.928637884623191162e-02 7.631127925263661382e+03
6.066966813773674860e-02 7.509711578479113086e+03
6.208523278997760131e-02 7.386327253844005099e+03
6.353382586228699391e-02 7.258838925423658111e+03
6.501621798462557666e-02 7.125130251777028207e+03
6.653319776754569592e-02 6.983196548900635207e+03
6.808557222172050005e-02 6.831249518578642892e+03
6.967416718726159031e-02 6.667829899438233952e+03
7.129982777305367281e-02 6.491921120290650833e+03
7.296341880633995525e-02 6.303055155767678116e+03
7.466582529279730540e-02 6.101400450350847677e+03
7.640795288734618385e-02 5.887821346338303556e+03
7.819072837594545633e-02 5.663899237170096967e+03
8.001510016862889429e-02 5.431907858336449863e+03
8.188203880404508472e-02 5.194738706809333053e+03
8.379253746576960371e-02 4.955777263075025076e+03
8.574761251066391476e-02 4.718735911188911814e+03
8.774830400956200316e-02 4.487454414170466407e+03
8.979567630057271044e-02 4.265682606471864347e+03
9.189081855529177001e-02 4.056861817347674332e+03
9.403484535822458079e-02 3.863920988638324161e+03
9.622889729972905482e-02 3.689100608769732389e+03
9.847414158279248209e-02 3.533813231355276912e+03
1.007717726439660982e-01 3.398544845927146071e+03
1.031230127887876047e-01 3.282798343319865126e+03
1.055291128420295932e-01 3.185080105197516332e+03
1.079913528131198064e-01 3.102933748256334638e+03
1.105110425770867016e-01 3.033030209776652555e+03
1.130895225713938052e-01 2.971328023443055827e+03
1.157281645090325051e-01 2.913318073497538535e+03
1.184283721082528967e-01 2.854359742327640106e+03
1.211915818393209943e-01 2.790098441242048921e+03
1.240192636886995048e-01 2.716929776679262886e+03
1.269129219410586873e-01 2.632449024311792982e+03
1.298740959795336991e-01 2.535805468813428433e+03
1.329043611046532014e-01 2.427879342588600139e+03
1.360053293723761936e-01 2.311220741966135392e+03
1.391786504516810130e-01 2.189733607890948861e+03
1.424260125021656054e-01 2.068143059938541683e+03
