12	4.192880521360506e-05	4.077964364422308e-05
13	4.226018320196376e-05	4.166664439843082e-05
14	4.247993409727168e-05	4.235619753932596e-05
15	4.259360070116138e-05	4.286662702388327e-05
16	4.260700349224536e-05	4.321423166662273e-05
17	4.252614533873702e-05	4.341364943123673e-05
18	4.235715336187001e-05	4.347816726838153e-05
19	4.210624259112063e-05	4.341998064241199e-05
20	4.177969077274419e-05	4.325040667318924e-05
21	4.138381704062763e-05	4.298005463766475e-05
22	4.092495949773120e-05	4.261895755449470e-05
23	4.040944920395394e-05	4.217666870271845e-05
24	3.984357913637716e-05	4.166232716591234e-05
25	3.923356819637743e-05	4.108469676377796e-05
26	3.858552117381400e-05	4.045218297103514e-05
27	3.790538611553424e-05	3.977283254718157e-05
28	3.719891115046899e-05	3.905432057991986e-05
29	3.647160251032619e-05	3.830392944599965e-05
30	3.572868566129447e-05	3.752852381951052e-05
31	3.497507125388544e-05	3.673452533501609e-05
32	3.421532720623917e-05	3.592788987385662e-05
33	3.345365772741963e-05	3.511408974137553e-05
34	3.269388967585802e-05	3.429810228607257e-05
35	3.193946631037918e-05	3.348440582481427e-05
36	3.119344813735075e-05	3.267698312231234e-05
37	3.045852024382928e-05	3.187933215933602e-05
38	2.973700526570536e-05	3.109448351999388e-05
39	2.903088100315235e-05	3.032502343000049e-05
40	2.834180165308348e-05	2.957312133430946e-05
41	2.767112162481015e-05	2.884056078391436e-05
42	2.701992095844147e-05	2.812877246272444e-05
43	2.638903145435853e-05	2.743886821694194e-05
44	2.577906273414947e-05	2.677167509814937e-05
45	2.519042758023516e-05	2.612776857168322e-05
46	2.462336608385807e-05	2.550750420456791e-05
47	2.407796809312484e-05	2.491104731519494e-05
48	2.355419388807899e-05	2.433840022034334e-05
49	2.305189276699351e-05	2.378942685635299e-05
50	2.257081956536810e-05	2.326387468306767e-05
51	2.211064910195605e-05	2.276139386931904e-05
52	2.167098863434186e-05	2.228155385250723e-05
53	2.125138846200033e-05	2.182385742059772e-05
54	2.085135079971909e-05	2.138775251694814e-05
55	2.047033714401582e-05	2.097264198833708e-05
56	2.010777428948267e-05	2.057789152091110e-05
57	1.976305919978336e-05	2.020283600922602e-05
58	1.943556292074433e-05	1.984678460032309e-05
59	1.912463371440380e-05	1.950902464467268e-05
60	1.882959958130602e-05	1.918882477082997e-05
61	1.854977032501759e-05	1.888543728200941e-05
62	1.828443930257641e-05	1.859810005290821e-05
63	1.803288493716240e-05	1.832603808435355e-05
64	1.779437221897860e-05	1.806846485246665e-05
65	1.756815410752053e-05	1.782458356869038e-05
66	1.735347305164178e-05	1.759358844696604e-05
67	1.714956261663395e-05	1.737466605805900e-05
68	1.695564932104732e-05	1.716699683236947e-05
69	1.677095457652483e-05	1.696975675806069e-05
70	1.659469698261026e-05	1.678211930518652e-05
71	1.642609475429794e-05	1.660325759952912e-05
72	1.626436842081592e-05	1.643234684549458e-05
73	1.610874373932667e-05	1.626856700664920e-05
74	1.595845481179456e-05	1.611110571688995e-05
75	1.581274737934445e-05	1.595916141197224e-05
76	1.567088230938395e-05	1.581194665016950e-05
77	1.553213890146262e-05	1.566869157536583e-05
78	1.539581900071536e-05	1.552864749402092e-05
79	1.526125002740053e-05	1.539109051525330e-05
80	1.512778900036028e-05	1.525532519731498e-05
81	1.499482584883395e-05	1.512068815041105e-05
82	1.486178681031452e-05	1.498655154392870e-05
83	1.472813760398239e-05	1.485232646026835e-05
84	1.459338635617803e-05	1.471746603987513e-05
85	1.445708623705975e-05	1.458146836544126e-05
86	1.431883775953360e-05	1.444387903641454e-05
87	1.417829070136368e-05	1.430429338703609e-05
88	1.403514561601305e-05	1.416235830986745e-05
89	1.388915490408932e-05	1.401777364848509e-05
90	1.374012342515300e-05	1.387029313450906e-05
91	1.358790863632764e-05	1.371972484672176e-05
92	1.343242025173692e-05	1.356593118213264e-05
93	1.327361942481134e-05	1.340882833483359e-05
94	1.311151746240769e-05	1.324838528508173e-05
95	1.294617408786446e-05	1.308462231225345e-05
96	1.277769527738386e-05	1.291760905203677e-05
97	1.260623070049029e-05	1.274746212602202e-05
98	1.243197080149831e-05	1.257434237583113e-05
99	1.225514356334774e-05	1.239845173861444e-05
100	1.207601100001563e-05	1.222002981050362e-05
101	1.189486542549943e-05	1.203935014825672e-05
102	1.171202555072780e-05	1.185671636077974e-05
103	1.152783245983976e-05	1.167245803763694e-05
104	1.134264551773155e-05	1.148692657286101e-05
105	1.115683826015430e-05	1.130049093368507e-05
106	1.097079431524939e-05	1.111353343325224e-05
107	1.078490340308730e-05	1.092644555735630e-05
108	1.059955745631308e-05	1.073962386642025e-05
109	1.041514690083183e-05	1.055346606547090e-05
110	1.023205713134036e-05	1.036836723946239e-05
111	1.005066521122725e-05	1.018471628160754e-05
112	9.871336821459954e-06	1.000289261776584e-05
113	9.694423484698174e-06	9.823263116548957e-06
114	9.520260036123338e-06	9.646179372209338e-06
115	9.349162464613433e-06	9.471975196339525e-06
116	9.181425964859591e-06	9.300964492834233e-06
117	9.017323336374716e-06	9.133439367628287e-06
118	8.857103654265835e-06	8.969668611913812e-06
119	8.700991232383698e-06	8.809896413214724e-06
120	8.549184855550040e-06	8.654341435132832e-06


